page,review_id,company,review_title,employee_role,employee_history,employeer_pros,employeer_cons,employeer_rating,work_life_balance,culture_values,career_opportunities,compensation_and_benefits,senior_management,diversity_inclusion,review_time
107,empReview_9527822, Deutsche Bank,Operations Analyst,,I worked at Deutsche Bank ,It is a great starting point for someone that is right out of college. The facility is very nice and new. Benefits are good.,The salary is not very good. Offshoring essential business roles is not a very good idea and will come back to bite the company in the end.,3,5,5,2,2,2,NA,NA
107,empReview_9767311, Deutsche Bank,Extremely unstable and unsatisfying,Current Employee - Director,I have been working at Deutsche Bank full-time for more than 5 years,"The pro would be they are desperate for talent and the decks are clear as turnover here is massive, just be ready to self learn","The cons are many, inexperienced senior management more concerned with riding out their careers and taking from the bank rather than growing the business. The bank lacks credible Wall Street support as customers just expect them to turn over senior management after they fail in latest turn a round strategy.",1,NA,1,2,1,1,NA,NA
107,empReview_9310916, Deutsche Bank,Nice job if you have a family,Current Employee - Vice President - Technology,I have been working at Deutsche Bank full-time for more than 3 years,"9-5 job, good people get good work.","Its stock price is falling badly, so it's like it is in a recession economy all the time.",4,5,4,3,3,3,NA,NA
107,empReview_9311056, Deutsche Bank,Good Starting Point,Current Employee - Anonymous Employee,I have been working at Deutsche Bank full-time,The work atmosphere is good. Flexibility with schedules.,Troubling times right now. Restructuring at the top likely to negatively affect those at the VP and below.,4,4,4,3,2,3,NA,NA
107,empReview_9440098, Deutsche Bank,Director,Director,I worked at Deutsche Bank  for more than 10 years,"Great learning experience, competitive salary",Significant reduction in IT jobs currently,3,4,3,3,5,1,NA,NA
107,empReview_9418028, Deutsche Bank,Company under pressure,Current Employee - Anonymous Employee,I have been working at Deutsche Bank full-time,"Entrepreneurial culture, great learning experience, very capable staff","Disfunctional processes, bad systems, very political, no leadership culture",3,1,1,3,2,3,NA,NA
107,empReview_9260956, Deutsche Bank,DB,,I worked at Deutsche Bank ,"Great and knowledgeable people
A lot to learn and very good area.
Flexible how for student if you prove that you deserve it.",none that i can think of,4,4,4,4,4,4,NA,NA
107,empReview_9418690, Deutsche Bank,Operations Analyst,Former Employee - Analyst,I worked at Deutsche Bank full-time for more than a year,"very good benefits, great place to works, very good people",management is very disorganized and growth opportunities are limited and very political,3,4,3,2,3,2,NA,NA
108,empReview_9414298, Deutsche Bank,Sales Assistant,,I worked at Deutsche Bank ,Good work life balance depending on who your broker is.  It is possible to work roughly 40 hours a week.,No structure or training process in place makes it very difficult to come on as new hire or fresh to industry.,3,NA,NA,NA,NA,NA,NA,NA
108,empReview_9660282, Deutsche Bank,IB analyst,Former Employee - Investment Banking Analyst,I worked at Deutsche Bank full-time,"Good pay, good deal flow, lots of right out of college analysts, employee discount at museums / gyms","Analysts do 95% of the work, grind analysts until they break mentality, highly demanding hours, highly demanding people, lots of weekends and late nights despite PR regarding ""cultural improvements""",1,1,1,2,4,1,NA,NA
108,empReview_9214547, Deutsche Bank,Good Interview Experience,,I have been working at Deutsche Bank  for less than a year,"Pros:
Work-Life balance is Ok.
Internal transfer is easy.
Amazing firm-wide events.","unpredictability of schedule.
As a generalist, sometimes you get pulled in a few different directions; however, all it takes is a few phone calls and the multiple teams you are on will figure out how to prioritize your work.",4,5,5,5,4,4,NA,NA
108,empReview_9199703, Deutsche Bank,Good,,I worked at Deutsche Bank ,Every thing is good so that it performs well,Nothing is bad really mean it,5,NA,NA,NA,NA,NA,NA,NA
108,empReview_9205215, Deutsche Bank,Analyst,,I worked at Deutsche Bank ,"Learned structured products and other assets, sharpened my Excel (including Macro) and PowerPoint skills, built good relationships with my coworkers.  Good learning experience.",Did not have structured / defined path forward; not sure what my next step was going to be.,4,3,3,3,3,3,NA,NA
108,empReview_9375606, Deutsche Bank,Senior Vice President,Current Employee - Vice President,I have been working at Deutsche Bank full-time for more than a year,The Bank has a wide array of best in class talent to interact with and learn. Good networking and career mobility opportunities.,Lots of instability following Strategy 2020 announcements. Salaries aren't competitive with peer banks. Bonus uncertainties.,3,3,4,4,3,3,NA,NA
108,empReview_9186042, Deutsche Bank,"Good place, lots of opportunities to learn",Assistant Vice President,I worked at Deutsche Bank ,"Great place, smart people.  Good work-life balance",Significant number of changes at the top. Market needs a unified message,5,4,4,5,4,4,NA,NA
108,empReview_9188010, Deutsche Bank,Flexible,,I have been working at Deutsche Bank ,Flexibility with my personal life and work life.,No gym on campus so the constant sitting is unhealthy.,5,5,5,3,4,5,NA,NA
108,empReview_9374341, Deutsche Bank,Director,Director,I worked at Deutsche Bank  for more than 8 years,Good employee  network groups.,"Promotions can be slow along with salary increases,",3,3,3,3,2,3,NA,NA
108,empReview_9170015, Deutsche Bank,Model Validation,,I have been working at Deutsche Bank ,"Dynamic environment, opportunity to make an impact in an expanding and evolving function of the bank","Outdated IT infrastructure, working group mentality can leads to lack of accountability",4,NA,NA,NA,NA,NA,NA,NA
109,empReview_9351010, Deutsche Bank,Director,Former Employee - Director,I worked at Deutsche Bank full-time for more than 8 years,Colleagues and peers are excellent to work with. Lots of smart people that want to see the firm grow and be the best that it can be.,Senior management frequently changes strategic direction.,3,4,3,2,4,1,NA,NA
109,empReview_9165870, Deutsche Bank,Good Company,Former Employee - QA Analyst,I worked at Deutsche Bank full-time for more than a year,"Good benefits ,nice value for life","Slow environment,poor and spread out  management",4,5,3,2,5,2,NA,NA
109,empReview_9099984, Deutsche Bank,Great place to work,,I worked at Deutsche Bank ,"Great place to start your career.Great knowledge, learning as an entry oevel. Environment is laid back and working hours are confortable. Great team work and helpful managment.","Pay is low, no bonus. Tough to get promoted and lots of politics. You have to work crazy hours sometimes and not lots of room for promotions.",4,3,3,3,3,3,NA,NA
109,empReview_9549603, Deutsche Bank,Terrible culture and poor leadership,Current Employee - Managing Director,I have been working at Deutsche Bank full-time for more than 3 years,"smart, hardworking people. strong fixed income footprint. grad program is unique in receiving several rotations over time. firm has a way of getting over the hurdles of the organization to make some great top line revenue",everyone manages upwards even post Anshu's departure. poor leadership and a culture of distrust. Cost to income ratio of 119% and antiquated technology. Silo'd firm with borders that prevent progress.,1,3,1,1,4,1,NA,NA
109,empReview_9248240, Deutsche Bank,Too difficult to get a promotion,Current Employee - Business Manager,I have been working at Deutsche Bank full-time for more than a year,"Great and interesting co-workers, flexibility, work-life balance if you get the right manager","Promotion policy needs to chance, promotions linked to seniority only and not performance. Need better incentive program. Cost of living adjustment non existent",3,4,3,4,3,3,NA,NA
109,empReview_9272884, Deutsche Bank,Operations,Analyst,I have been working at Deutsche Bank  for less than a year,"Good vacation, health benefits, and offices overall.","Political, high turnover, and low wages. Whole point of DB Jax is to cut costs from DBNY.",2,2,1,1,2,1,NA,NA
109,empReview_9055818, Deutsche Bank,Great people-Global leader in institutional Derivative trading,"Current Employee - Vice President, Global Markets",I have been working at Deutsche Bank full-time for more than 3 years,Positioned for tremendous growth and capturing additional market share.  Has some of the best experienced employees in their field unfortunately feeling overworked and underappreciated.,Too many global locations not consistently on the same page as far as procedurally doing the same tasks.  Recognition of employees commitment can be overlooked,4,3,2,3,3,4,NA,NA
